district_id,district_name,number_of_crime,crime_cleared,avg_crime,level,score,method,month_num,year
350919,Kaliwates,3,2,0,medium,98,kmeans,8,2020
350919,Kaliwates,2,1,0,medium,99,kmeans,9,2020
350919,Kaliwates,2,1,0,medium,99,kmeans,10,2020
350919,Kaliwates,8,5,0,medium,93,kmeans,11,2020
350919,Kaliwates,1,0,0,medium,100,kmeans,12,2020
350919,Kaliwates,6,4,0,medium,95,kmeans,1,2021
350919,Kaliwates,8,8,0,medium,93,kmeans,2,2021
350919,Kaliwates,4,2,0,medium,97,kmeans,3,2021
350919,Kaliwates,5,3,0,medium,96,kmeans,4,2021
350919,Kaliwates,4,2,0,medium,97,kmeans,5,2021
350919,Kaliwates,3,2,0,medium,98,kmeans,6,2021
350919,Kaliwates,2,0,0,medium,99,kmeans,7,2021
350919,Kaliwates,5,3,0,medium,96,kmeans,8,2021
350919,Kaliwates,12,10,0,medium,89,kmeans,9,2021
350919,Kaliwates,6,5,0,medium,95,kmeans,10,2021
350919,Kaliwates,4,2,0,medium,97,kmeans,11,2021
350919,Kaliwates,4,2,0,medium,97,kmeans,12,2021
350919,Kaliwates,5,3,0,medium,96,kmeans,1,2022
350919,Kaliwates,6,4,0,medium,95,kmeans,2,2022
350919,Kaliwates,3,0,0,medium,98,kmeans,3,2022
350919,Kaliwates,2,2,0,medium,99,kmeans,4,2022
350919,Kaliwates,1,1,0,medium,100,kmeans,5,2022
350919,Kaliwates,3,3,0,medium,98,kmeans,6,2022
350919,Kaliwates,3,3,0,medium,98,kmeans,7,2022
350919,Kaliwates,2,1,0,medium,99,kmeans,8,2022
350919,Kaliwates,2,2,0,medium,99,kmeans,9,2022
350919,Kaliwates,2,2,0,medium,99,kmeans,10,2022
350919,Kaliwates,4,4,0,medium,97,kmeans,11,2022
350919,Kaliwates,3,3,0,medium,98,kmeans,12,2022
350919,Kaliwates,2,2,0,medium,99,kmeans,1,2023
350919,Kaliwates,5,3,0,medium,96,kmeans,2,2023
350919,Kaliwates,5,4,0,medium,96,kmeans,3,2023
350919,Kaliwates,2,1,0,medium,99,kmeans,4,2023
350919,Kaliwates,3,1,0,medium,98,kmeans,5,2023
350919,Kaliwates,2,0,0,medium,99,kmeans,6,2023
350919,Kaliwates,0,0,0,low,100,kmeans,7,2023
350919,Kaliwates,0,0,0,low,100,kmeans,8,2023
350919,Kaliwates,0,0,0,low,100,kmeans,9,2023
350919,Kaliwates,2,2,0,medium,99,kmeans,10,2023
350919,Kaliwates,1,1,0,medium,100,kmeans,11,2023
350919,Kaliwates,1,1,0,medium,100,kmeans,12,2023
350919,Kaliwates,3,3,0,medium,98,kmeans,1,2024
350919,Kaliwates,1,1,0,medium,100,kmeans,2,2024
350919,Kaliwates,2,2,0,medium,99,kmeans,3,2024
350919,Kaliwates,4,4,0,medium,97,kmeans,4,2024
350919,Kaliwates,0,0,0,low,100,kmeans,5,2024
350919,Kaliwates,2,3,0,medium,99,kmeans,6,2024
350919,Kaliwates,0,0,0,low,100,kmeans,7,2024
350919,Kaliwates,3,3,0,medium,98,kmeans,8,2024
350919,Kaliwates,0,0,0,low,100,kmeans,9,2024
350919,Kaliwates,1,0,0,medium,100,kmeans,10,2024
350919,Kaliwates,0,0,0,low,100,kmeans,11,2024
350919,Kaliwates,0,0,0,low,100,kmeans,12,2024
350920,Patrang,13,10,0,medium,89,kmeans,1,2020
350920,Patrang,5,4,0,medium,96,kmeans,2,2020
350920,Patrang,5,4,0,medium,96,kmeans,3,2020
350920,Patrang,4,2,0,medium,97,kmeans,4,2020
350920,Patrang,4,3,0,medium,97,kmeans,5,2020
350920,Patrang,2,2,0,medium,99,kmeans,6,2020
350920,Patrang,5,3,0,medium,96,kmeans,7,2020
350920,Patrang,1,0,0,medium,100,kmeans,8,2020
350920,Patrang,3,3,0,medium,98,kmeans,9,2020
350920,Patrang,1,1,0,medium,100,kmeans,10,2020
350920,Patrang,3,1,0,medium,98,kmeans,11,2020
350920,Patrang,0,0,0,low,100,kmeans,12,2020
350920,Patrang,4,3,0,medium,97,kmeans,1,2021
350920,Patrang,9,5,0,medium,92,kmeans,2,2021
350920,Patrang,6,4,0,medium,95,kmeans,3,2021
350920,Patrang,11,7,0,medium,90,kmeans,4,2021
350920,Patrang,9,5,0,medium,92,kmeans,5,2021
350920,Patrang,9,5,0,medium,92,kmeans,6,2021
350920,Patrang,10,7,0,medium,91,kmeans,7,2021
350920,Patrang,3,2,0,medium,98,kmeans,8,2021
350920,Patrang,6,3,0,medium,95,kmeans,9,2021
350920,Patrang,9,6,0,medium,92,kmeans,10,2021
350920,Patrang,7,5,0,medium,94,kmeans,11,2021
350920,Patrang,5,2,0,medium,96,kmeans,12,2021
350920,Patrang,6,6,0,medium,95,kmeans,1,2022
350920,Patrang,6,5,0,medium,95,kmeans,2,2022
350920,Patrang,4,4,0,medium,97,kmeans,3,2022
350920,Patrang,0,0,0,low,100,kmeans,4,2022
350920,Patrang,1,1,0,medium,100,kmeans,5,2022
350920,Patrang,6,5,0,medium,95,kmeans,6,2022
350920,Patrang,2,2,0,medium,99,kmeans,7,2022
350920,Patrang,4,2,0,medium,97,kmeans,8,2022
350920,Patrang,5,5,0,medium,96,kmeans,9,2022
350920,Patrang,2,1,0,medium,99,kmeans,10,2022
350920,Patrang,4,4,0,medium,97,kmeans,11,2022
350920,Patrang,2,2,0,medium,99,kmeans,12,2022
350920,Patrang,4,3,0,medium,97,kmeans,1,2023
350920,Patrang,2,1,0,medium,99,kmeans,2,2023
350920,Patrang,0,0,0,low,100,kmeans,3,2023
350920,Patrang,1,1,0,medium,100,kmeans,4,2023
350920,Patrang,3,3,0,medium,98,kmeans,5,2023
350920,Patrang,1,0,0,medium,100,kmeans,6,2023
350920,Patrang,1,1,0,medium,100,kmeans,7,2023
350920,Patrang,1,1,0,medium,100,kmeans,8,2023
350920,Patrang,0,0,0,low,100,kmeans,9,2023
350920,Patrang,1,1,0,medium,100,kmeans,10,2023
350920,Patrang,2,2,0,medium,99,kmeans,11,2023
350920,Patrang,0,0,0,low,100,kmeans,12,2023
350920,Patrang,2,1,0,medium,99,kmeans,1,2024
350920,Patrang,0,0,0,low,100,kmeans,2,2024
350920,Patrang,1,1,0,medium,100,kmeans,3,2024
350920,Patrang,1,1,0,medium,100,kmeans,4,2024
350920,Patrang,1,0,0,medium,100,kmeans,5,2024
350920,Patrang,2,2,0,medium,99,kmeans,6,2024
350920,Patrang,1,1,0,medium,100,kmeans,7,2024
350920,Patrang,0,0,0,low,100,kmeans,8,2024
350920,Patrang,0,0,0,low,100,kmeans,9,2024
350920,Patrang,2,2,0,medium,99,kmeans,10,2024
350920,Patrang,0,0,0,low,100,kmeans,11,2024
350920,Patrang,0,0,0,low,100,kmeans,12,2024
350921,Sumbersari,3,3,0,high,98,kmeans,1,2020
350921,Sumbersari,2,2,0,high,99,kmeans,2,2020
350921,Sumbersari,4,4,0,high,97,kmeans,3,2020
350921,Sumbersari,4,4,0,high,97,kmeans,4,2020
350921,Sumbersari,3,2,0,high,98,kmeans,5,2020
350921,Sumbersari,5,3,0,high,96,kmeans,6,2020
350921,Sumbersari,3,1,0,high,98,kmeans,7,2020
350921,Sumbersari,3,0,0,high,98,kmeans,8,2020
350921,Sumbersari,4,2,0,high,97,kmeans,9,2020
350921,Sumbersari,5,5,0,high,96,kmeans,10,2020
350921,Sumbersari,1,1,0,high,100,kmeans,11,2020
350921,Sumbersari,1,1,0,high,100,kmeans,12,2020
350921,Sumbersari,3,3,0,medium,98,kmeans,1,2021
350921,Sumbersari,8,4,0,medium,93,kmeans,2,2021
350921,Sumbersari,4,2,0,medium,97,kmeans,3,2021
350921,Sumbersari,3,3,0,medium,98,kmeans,4,2021
350921,Sumbersari,5,4,0,medium,96,kmeans,5,2021
350921,Sumbersari,4,3,0,medium,97,kmeans,6,2021
350921,Sumbersari,5,5,0,medium,96,kmeans,7,2021
350921,Sumbersari,4,3,0,medium,97,kmeans,8,2021
350921,Sumbersari,5,4,0,medium,96,kmeans,9,2021
350921,Sumbersari,2,0,0,medium,99,kmeans,10,2021
350921,Sumbersari,4,2,0,medium,97,kmeans,11,2021
350921,Sumbersari,5,4,0,medium,96,kmeans,12,2021
350921,Sumbersari,3,1,0,medium,98,kmeans,1,2022
350921,Sumbersari,7,5,0,medium,94,kmeans,2,2022
350921,Sumbersari,5,4,0,medium,96,kmeans,3,2022
350921,Sumbersari,4,3,0,medium,97,kmeans,4,2022
350921,Sumbersari,2,2,0,medium,99,kmeans,5,2022
350921,Sumbersari,2,1,0,medium,99,kmeans,6,2022
350921,Sumbersari,5,4,0,medium,96,kmeans,7,2022
350921,Sumbersari,1,0,0,medium,100,kmeans,8,2022
350921,Sumbersari,12,8,0,medium,89,kmeans,9,2022
350921,Sumbersari,8,7,0,medium,93,kmeans,10,2022
350921,Sumbersari,7,5,0,medium,94,kmeans,11,2022
350921,Sumbersari,3,3,0,medium,98,kmeans,12,2022
350921,Sumbersari,5,3,0,medium,96,kmeans,1,2023
350921,Sumbersari,4,3,0,medium,97,kmeans,2,2023
350921,Sumbersari,1,0,0,medium,100,kmeans,3,2023
350921,Sumbersari,1,1,0,medium,100,kmeans,4,2023
350921,Sumbersari,5,3,0,medium,96,kmeans,5,2023
350921,Sumbersari,6,4,0,medium,95,kmeans,6,2023
350921,Sumbersari,2,0,0,medium,99,kmeans,7,2023
350921,Sumbersari,1,0,0,medium,100,kmeans,8,2023
350921,Sumbersari,3,2,0,medium,98,kmeans,9,2023
350921,Sumbersari,4,1,0,medium,97,kmeans,10,2023
350921,Sumbersari,1,0,0,medium,100,kmeans,11,2023
350921,Sumbersari,2,1,0,medium,99,kmeans,12,2023
350921,Sumbersari,3,0,0,medium,98,kmeans,1,2024
350921,Sumbersari,5,1,0,medium,96,kmeans,2,2024
350921,Sumbersari,5,1,0,medium,96,kmeans,3,2024
350921,Sumbersari,2,0,0,medium,99,kmeans,4,2024
350921,Sumbersari,4,0,0,medium,97,kmeans,5,2024
350921,Sumbersari,4,3,0,medium,97,kmeans,6,2024
350921,Sumbersari,1,1,0,medium,100,kmeans,7,2024
350921,Sumbersari,2,2,0,medium,99,kmeans,8,2024
350921,Sumbersari,2,1,0,medium,99,kmeans,9,2024
350921,Sumbersari,5,3,0,medium,96,kmeans,10,2024
350921,Sumbersari,0,0,0,low,100,kmeans,11,2024
350921,Sumbersari,0,0,0,low,100,kmeans,12,2024
350922,Arjasa,3,3,0,low,98,kmeans,1,2020
350922,Arjasa,1,1,0,low,100,kmeans,2,2020
350922,Arjasa,5,4,0,low,96,kmeans,3,2020
350922,Arjasa,3,1,0,low,98,kmeans,4,2020
350922,Arjasa,4,2,0,low,97,kmeans,5,2020
350922,Arjasa,2,1,0,low,99,kmeans,6,2020
350922,Arjasa,1,0,0,low,100,kmeans,7,2020
350922,Arjasa,3,3,0,low,98,kmeans,8,2020
350922,Arjasa,4,3,0,low,97,kmeans,9,2020
350922,Arjasa,2,1,0,low,99,kmeans,10,2020
350922,Arjasa,0,0,0,low,100,kmeans,11,2020
350922,Arjasa,1,1,0,low,100,kmeans,12,2020
350922,Arjasa,2,2,0,low,99,kmeans,1,2021
350922,Arjasa,5,4,0,low,96,kmeans,2,2021
350922,Arjasa,6,4,0,low,95,kmeans,3,2021
350922,Arjasa,5,3,0,low,96,kmeans,4,2021
350922,Arjasa,5,2,0,low,96,kmeans,5,2021
350922,Arjasa,9,5,0,low,92,kmeans,6,2021
350922,Arjasa,1,1,0,low,100,kmeans,7,2021
350922,Arjasa,0,0,0,low,100,kmeans,8,2021
350922,Arjasa,1,0,0,low,100,kmeans,9,2021
350922,Arjasa,8,7,0,low,93,kmeans,10,2021
350922,Arjasa,2,1,0,low,99,kmeans,11,2021
350922,Arjasa,3,1,0,low,98,kmeans,12,2021
350922,Arjasa,1,0,0,low,100,kmeans,1,2022
350922,Arjasa,0,0,0,low,100,kmeans,2,2022
350922,Arjasa,0,0,0,low,100,kmeans,3,2022
350922,Arjasa,1,1,0,low,100,kmeans,4,2022
350922,Arjasa,5,3,0,low,96,kmeans,5,2022
350922,Arjasa,4,3,0,low,97,kmeans,6,2022
350922,Arjasa,2,2,0,low,99,kmeans,7,2022
350922,Arjasa,2,1,0,low,99,kmeans,8,2022
350922,Arjasa,1,1,0,low,100,kmeans,9,2022
350922,Arjasa,1,1,0,low,100,kmeans,10,2022
350922,Arjasa,1,1,0,low,100,kmeans,11,2022
350922,Arjasa,1,1,0,low,100,kmeans,12,2022
350922,Arjasa,2,2,0,low,99,kmeans,1,2023
350922,Arjasa,0,0,0,low,100,kmeans,2,2023
350922,Arjasa,0,0,0,low,100,kmeans,3,2023
350922,Arjasa,0,0,0,low,100,kmeans,4,2023
350922,Arjasa,3,3,0,low,98,kmeans,5,2023
350922,Arjasa,0,0,0,low,100,kmeans,6,2023
350922,Arjasa,1,1,0,low,100,kmeans,7,2023
350922,Arjasa,1,0,0,low,100,kmeans,8,2023
350922,Arjasa,1,1,0,low,100,kmeans,9,2023
350922,Arjasa,2,2,0,low,99,kmeans,10,2023
350922,Arjasa,0,0,0,low,100,kmeans,11,2023
350922,Arjasa,0,0,0,low,100,kmeans,12,2023
350922,Arjasa,1,1,0,low,100,kmeans,1,2024
350922,Arjasa,0,0,0,low,100,kmeans,2,2024
350922,Arjasa,0,0,0,low,100,kmeans,3,2024
350922,Arjasa,1,1,0,low,100,kmeans,4,2024
350922,Arjasa,0,0,0,low,100,kmeans,5,2024
350922,Arjasa,4,4,0,low,97,kmeans,6,2024
350922,Arjasa,1,0,0,low,100,kmeans,7,2024
350922,Arjasa,2,1,0,low,99,kmeans,8,2024
350922,Arjasa,1,0,0,low,100,kmeans,9,2024
350922,Arjasa,1,1,0,low,100,kmeans,10,2024
350922,Arjasa,0,0,0,low,100,kmeans,11,2024
350922,Arjasa,0,0,0,low,100,kmeans,12,2024
350923,Mumbulsari,3,3,0,high,98,kmeans,1,2020
350923,Mumbulsari,3,3,0,high,98,kmeans,2,2020
350923,Mumbulsari,2,2,0,high,99,kmeans,3,2020
350923,Mumbulsari,4,4,0,high,97,kmeans,4,2020
350923,Mumbulsari,2,2,0,high,99,kmeans,5,2020
350923,Mumbulsari,1,1,0,high,100,kmeans,6,2020
350923,Mumbulsari,2,2,0,high,99,kmeans,7,2020
350923,Mumbulsari,1,1,0,high,100,kmeans,8,2020
350923,Mumbulsari,2,2,0,high,99,kmeans,9,2020
350923,Mumbulsari,5,5,0,high,96,kmeans,10,2020
350923,Mumbulsari,3,2,0,high,98,kmeans,11,2020
350923,Mumbulsari,0,0,0,low,100,kmeans,12,2020
350923,Mumbulsari,1,1,0,low,100,kmeans,1,2021
350923,Mumbulsari,2,2,0,low,99,kmeans,2,2021
350923,Mumbulsari,0,0,0,low,100,kmeans,3,2021
350923,Mumbulsari,2,2,0,low,99,kmeans,4,2021
350923,Mumbulsari,1,1,0,low,100,kmeans,5,2021
350923,Mumbulsari,5,2,0,low,96,kmeans,6,2021
350923,Mumbulsari,2,1,0,low,99,kmeans,7,2021
350923,Mumbulsari,1,1,0,low,100,kmeans,8,2021
350923,Mumbulsari,3,3,0,low,98,kmeans,9,2021
350923,Mumbulsari,3,1,0,low,98,kmeans,10,2021
350923,Mumbulsari,3,2,0,low,98,kmeans,11,2021
350923,Mumbulsari,4,3,0,low,97,kmeans,12,2021
350923,Mumbulsari,1,1,0,low,100,kmeans,1,2022
350923,Mumbulsari,3,2,0,low,98,kmeans,2,2022
350923,Mumbulsari,3,3,0,low,98,kmeans,3,2022
350923,Mumbulsari,0,2,0,low,100,kmeans,4,2022
350923,Mumbulsari,0,0,0,low,100,kmeans,5,2022
350923,Mumbulsari,3,4,0,low,98,kmeans,6,2022
350923,Mumbulsari,6,5,0,low,95,kmeans,7,2022
350923,Mumbulsari,1,0,0,low,100,kmeans,8,2022
350923,Mumbulsari,3,0,0,low,98,kmeans,9,2022
350923,Mumbulsari,2,0,0,low,99,kmeans,10,2022
350923,Mumbulsari,1,0,0,low,100,kmeans,11,2022
350923,Mumbulsari,0,0,0,low,100,kmeans,12,2022
350923,Mumbulsari,4,0,0,low,97,kmeans,1,2023
350923,Mumbulsari,0,0,0,low,100,kmeans,2,2023
350923,Mumbulsari,0,2,0,low,100,kmeans,3,2023
350923,Mumbulsari,0,0,0,low,100,kmeans,4,2023
350923,Mumbulsari,1,0,0,low,100,kmeans,5,2023
350923,Mumbulsari,0,0,0,low,100,kmeans,6,2023
350923,Mumbulsari,2,4,0,low,99,kmeans,7,2023
350923,Mumbulsari,3,3,0,low,98,kmeans,8,2023
350923,Mumbulsari,0,1,0,low,100,kmeans,9,2023
350923,Mumbulsari,0,0,0,low,100,kmeans,10,2023
350923,Mumbulsari,1,1,0,low,100,kmeans,11,2023
350923,Mumbulsari,0,0,0,low,100,kmeans,12,2023
350923,Mumbulsari,0,0,0,low,100,kmeans,1,2024
350923,Mumbulsari,0,0,0,low,100,kmeans,2,2024
350923,Mumbulsari,1,1,0,low,100,kmeans,3,2024
350923,Mumbulsari,0,0,0,low,100,kmeans,4,2024
350923,Mumbulsari,1,1,0,low,100,kmeans,5,2024
350923,Mumbulsari,1,1,0,low,100,kmeans,6,2024
350923,Mumbulsari,1,1,0,low,100,kmeans,7,2024
350923,Mumbulsari,1,1,0,low,100,kmeans,8,2024
350923,Mumbulsari,4,2,0,low,97,kmeans,9,2024
350923,Mumbulsari,1,0,0,low,100,kmeans,10,2024
350923,Mumbulsari,0,0,0,low,100,kmeans,11,2024
350923,Mumbulsari,0,0,0,low,100,kmeans,12,2024
350924,Pakusari,7,7,0,low,94,kmeans,1,2020
350924,Pakusari,5,4,0,low,96,kmeans,2,2020
350924,Pakusari,3,2,0,low,98,kmeans,3,2020
350924,Pakusari,2,1,0,low,99,kmeans,4,2020
350924,Pakusari,5,4,0,low,96,kmeans,5,2020
350924,Pakusari,1,1,0,low,100,kmeans,6,2020
350924,Pakusari,4,1,0,low,97,kmeans,7,2020
350924,Pakusari,6,4,0,low,95,kmeans,8,2020
350924,Pakusari,3,2,0,low,98,kmeans,9,2020
350924,Pakusari,1,1,0,low,100,kmeans,10,2020
350924,Pakusari,2,2,0,low,99,kmeans,11,2020
350924,Pakusari,0,0,0,low,100,kmeans,12,2020
350924,Pakusari,3,3,0,low,98,kmeans,1,2021
350924,Pakusari,3,2,0,low,98,kmeans,2,2021
350924,Pakusari,4,3,0,low,97,kmeans,3,2021
350924,Pakusari,7,5,0,low,94,kmeans,4,2021
350924,Pakusari,7,4,0,low,94,kmeans,5,2021
350924,Pakusari,5,3,0,low,96,kmeans,6,2021
350924,Pakusari,2,1,0,low,99,kmeans,7,2021
350924,Pakusari,3,3,0,low,98,kmeans,8,2021
350924,Pakusari,3,2,0,low,98,kmeans,9,2021
350924,Pakusari,6,5,0,low,95,kmeans,10,2021
350924,Pakusari,2,8,0,low,99,kmeans,11,2021
350924,Pakusari,7,5,0,low,94,kmeans,12,2021
350924,Pakusari,7,6,0,low,94,kmeans,1,2022
350924,Pakusari,2,2,0,low,99,kmeans,2,2022
350924,Pakusari,1,1,0,low,100,kmeans,3,2022
350924,Pakusari,0,0,0,low,100,kmeans,4,2022
350924,Pakusari,7,7,0,low,94,kmeans,5,2022
350924,Pakusari,2,2,0,low,99,kmeans,6,2022
350924,Pakusari,3,3,0,low,98,kmeans,7,2022
350924,Pakusari,1,1,0,low,100,kmeans,8,2022
350924,Pakusari,5,5,0,low,96,kmeans,9,2022
350924,Pakusari,2,2,0,low,99,kmeans,10,2022
350924,Pakusari,2,2,0,low,99,kmeans,11,2022
350924,Pakusari,2,2,0,low,99,kmeans,12,2022
350924,Pakusari,2,2,0,low,99,kmeans,1,2023
350924,Pakusari,5,5,0,low,96,kmeans,2,2023
350924,Pakusari,0,0,0,low,100,kmeans,3,2023
350924,Pakusari,0,0,0,low,100,kmeans,4,2023
350924,Pakusari,3,3,0,low,98,kmeans,5,2023
350924,Pakusari,0,0,0,low,100,kmeans,6,2023
350924,Pakusari,0,0,0,low,100,kmeans,7,2023
350924,Pakusari,1,1,0,low,100,kmeans,8,2023
350924,Pakusari,0,0,0,low,100,kmeans,9,2023
350924,Pakusari,0,0,0,low,100,kmeans,10,2023
350924,Pakusari,1,1,0,low,100,kmeans,11,2023
350924,Pakusari,0,0,0,low,100,kmeans,12,2023
350924,Pakusari,2,2,0,low,99,kmeans,1,2024
350924,Pakusari,2,2,0,low,99,kmeans,2,2024
350924,Pakusari,1,0,0,low,100,kmeans,3,2024
350924,Pakusari,2,1,0,low,99,kmeans,4,2024
350924,Pakusari,1,1,0,low,100,kmeans,5,2024
350924,Pakusari,2,2,0,low,99,kmeans,6,2024
350924,Pakusari,1,1,0,low,100,kmeans,7,2024
350924,Pakusari,2,0,0,low,99,kmeans,8,2024
350924,Pakusari,1,1,0,low,100,kmeans,9,2024
350924,Pakusari,1,1,0,low,100,kmeans,10,2024
350924,Pakusari,0,0,0,low,100,kmeans,11,2024
350924,Pakusari,0,0,0,low,100,kmeans,12,2024
350925,Jelbuk,6,5,0,low,95,kmeans,1,2020
350925,Jelbuk,1,1,0,low,100,kmeans,2,2020
350925,Jelbuk,3,3,0,low,98,kmeans,3,2020
350925,Jelbuk,3,2,0,low,98,kmeans,4,2020
350925,Jelbuk,2,2,0,low,99,kmeans,5,2020
350925,Jelbuk,2,1,0,low,99,kmeans,6,2020
350925,Jelbuk,3,4,0,low,98,kmeans,7,2020
350925,Jelbuk,2,1,0,low,99,kmeans,8,2020
350925,Jelbuk,1,1,0,low,100,kmeans,9,2020
350925,Jelbuk,4,5,0,low,97,kmeans,10,2020
350925,Jelbuk,3,3,0,low,98,kmeans,11,2020
350925,Jelbuk,2,1,0,low,99,kmeans,12,2020
350925,Jelbuk,5,5,0,low,96,kmeans,1,2021
350925,Jelbuk,7,2,0,low,94,kmeans,2,2021
350925,Jelbuk,7,4,0,low,94,kmeans,3,2021
350925,Jelbuk,8,3,0,low,93,kmeans,4,2021
350925,Jelbuk,4,2,0,low,97,kmeans,5,2021
350925,Jelbuk,2,1,0,low,99,kmeans,6,2021
350925,Jelbuk,8,6,0,low,93,kmeans,7,2021
350925,Jelbuk,4,3,0,low,97,kmeans,8,2021
350925,Jelbuk,2,1,0,low,99,kmeans,9,2021
350925,Jelbuk,3,1,0,low,98,kmeans,10,2021
350925,Jelbuk,4,1,0,low,97,kmeans,11,2021
350925,Jelbuk,1,1,0,low,100,kmeans,12,2021
350925,Jelbuk,2,1,0,low,99,kmeans,1,2022
350925,Jelbuk,3,2,0,low,98,kmeans,2,2022
350925,Jelbuk,0,1,0,low,100,kmeans,3,2022
350925,Jelbuk,0,0,0,low,100,kmeans,4,2022
350925,Jelbuk,0,0,0,low,100,kmeans,5,2022
350925,Jelbuk,0,0,0,low,100,kmeans,6,2022
350925,Jelbuk,0,0,0,low,100,kmeans,7,2022
350925,Jelbuk,0,0,0,low,100,kmeans,8,2022
350925,Jelbuk,5,2,0,low,96,kmeans,9,2022
350925,Jelbuk,2,1,0,low,99,kmeans,10,2022
350925,Jelbuk,1,0,0,low,100,kmeans,11,2022
350925,Jelbuk,3,3,0,low,98,kmeans,12,2022
350925,Jelbuk,5,4,0,low,96,kmeans,1,2023
350925,Jelbuk,0,0,0,low,100,kmeans,2,2023
350925,Jelbuk,0,0,0,low,100,kmeans,3,2023
350925,Jelbuk,1,1,0,low,100,kmeans,4,2023
350925,Jelbuk,1,1,0,low,100,kmeans,5,2023
350925,Jelbuk,1,1,0,low,100,kmeans,6,2023
350925,Jelbuk,2,1,0,low,99,kmeans,7,2023
350925,Jelbuk,2,1,0,low,99,kmeans,8,2023
350925,Jelbuk,1,1,0,low,100,kmeans,9,2023
350925,Jelbuk,1,3,0,low,100,kmeans,10,2023
350925,Jelbuk,2,2,0,low,99,kmeans,11,2023
350925,Jelbuk,0,0,0,low,100,kmeans,12,2023
350925,Jelbuk,0,0,0,low,100,kmeans,1,2024
350925,Jelbuk,0,0,0,low,100,kmeans,2,2024
350925,Jelbuk,2,1,0,low,99,kmeans,3,2024
350925,Jelbuk,1,1,0,low,100,kmeans,4,2024
350925,Jelbuk,1,1,0,low,100,kmeans,5,2024
350925,Jelbuk,1,1,0,low,100,kmeans,6,2024
350925,Jelbuk,2,1,0,low,99,kmeans,7,2024
350925,Jelbuk,3,1,0,low,98,kmeans,8,2024
350925,Jelbuk,1,0,0,low,100,kmeans,9,2024
350925,Jelbuk,2,0,0,low,99,kmeans,10,2024
350925,Jelbuk,0,0,0,low,100,kmeans,11,2024
350925,Jelbuk,0,0,0,low,100,kmeans,12,2024
350926,Mayang,0,0,0,low,100,kmeans,1,2020
350926,Mayang,1,0,0,low,100,kmeans,2,2020
350926,Mayang,1,1,0,low,100,kmeans,3,2020
350926,Mayang,0,0,0,low,100,kmeans,4,2020
350926,Mayang,2,2,0,low,99,kmeans,5,2020
350926,Mayang,1,1,0,low,100,kmeans,6,2020
350926,Mayang,2,1,0,low,99,kmeans,7,2020
350926,Mayang,1,1,0,low,100,kmeans,8,2020
350926,Mayang,1,0,0,low,100,kmeans,9,2020
350926,Mayang,1,0,0,low,100,kmeans,10,2020
350926,Mayang,0,0,0,low,100,kmeans,11,2020
350926,Mayang,1,0,0,low,100,kmeans,12,2020
350926,Mayang,1,0,0,low,100,kmeans,1,2021
350926,Mayang,4,2,0,low,97,kmeans,2,2021
350926,Mayang,6,4,0,low,95,kmeans,3,2021
350926,Mayang,2,0,0,low,99,kmeans,4,2021
350926,Mayang,1,1,0,low,100,kmeans,5,2021
350926,Mayang,2,1,0,low,99,kmeans,6,2021
350926,Mayang,2,1,0,low,99,kmeans,7,2021
350926,Mayang,3,2,0,low,98,kmeans,8,2021
350926,Mayang,3,1,0,low,98,kmeans,9,2021
350926,Mayang,1,1,0,low,100,kmeans,10,2021
350926,Mayang,4,2,0,low,97,kmeans,11,2021
350926,Mayang,6,4,0,low,95,kmeans,12,2021
350926,Mayang,4,4,0,low,97,kmeans,1,2022
350926,Mayang,1,0,0,low,100,kmeans,2,2022
350926,Mayang,5,5,0,low,96,kmeans,3,2022
350926,Mayang,3,3,0,low,98,kmeans,4,2022
350926,Mayang,2,2,0,low,99,kmeans,5,2022
350926,Mayang,1,1,0,low,100,kmeans,6,2022
350926,Mayang,0,0,0,low,100,kmeans,7,2022
350926,Mayang,0,0,0,low,100,kmeans,8,2022
350926,Mayang,1,1,0,low,100,kmeans,9,2022
350926,Mayang,1,1,0,low,100,kmeans,10,2022
350926,Mayang,2,2,0,low,99,kmeans,11,2022
350926,Mayang,0,0,0,low,100,kmeans,12,2022
350926,Mayang,0,0,0,low,100,kmeans,1,2023
350926,Mayang,2,2,0,low,99,kmeans,2,2023
350926,Mayang,2,1,0,low,99,kmeans,3,2023
350926,Mayang,1,0,0,low,100,kmeans,4,2023
350926,Mayang,2,0,0,low,99,kmeans,5,2023
350926,Mayang,0,0,0,low,100,kmeans,6,2023
350926,Mayang,0,0,0,low,100,kmeans,7,2023
350926,Mayang,1,1,0,low,100,kmeans,8,2023
350926,Mayang,3,3,0,low,98,kmeans,9,2023
350926,Mayang,1,0,0,low,100,kmeans,10,2023
350926,Mayang,0,0,0,low,100,kmeans,11,2023
350926,Mayang,1,0,0,low,100,kmeans,12,2023
350926,Mayang,0,0,0,low,100,kmeans,1,2024
350926,Mayang,0,0,0,low,100,kmeans,2,2024
350926,Mayang,0,0,0,low,100,kmeans,3,2024
350926,Mayang,2,2,0,low,99,kmeans,4,2024
350926,Mayang,1,1,0,low,100,kmeans,5,2024
350926,Mayang,0,0,0,low,100,kmeans,6,2024
350926,Mayang,1,1,0,low,100,kmeans,7,2024
350926,Mayang,1,1,0,low,100,kmeans,8,2024
350926,Mayang,2,1,0,low,99,kmeans,9,2024
