id,user_id,event_id,status,created_at
1c239c3d-a4d4-4116-bf2d-b7a0e357ec78,dafad08c-3eac-4b53-ae35-5b6428699dac,b48b6941-7c14-4dbe-92d9-eb831e9bee4f,completed,2025-04-25 09:50:49.964+00
